submission,as,status,total,max,q1.1,q1.2,q1.3,q1.4,q2.1,q2.2,q2.3,q2.4,q2.5,q2.6,note
group5,5,graded,9.97,10.00,1.00,0.97,1.00,1.00,0.50,0.50,2.00,1.00,1.00,1.00,
